"ID";"IDNr";"Punkt";"Referenzgebiet";"IUGNr";"AusserhalbIUG";"Datum";"Uhrzeit";"Begehungsdurchgang";"WannLetzterSchneefall";"X-Koordinaten";"Y-Koordinaten";"GPS";"Art";"unsicher bei Art";"Geschlecht";"Nachweisart";"Anzahl";"andere Nachweisart";"Genetik";"frisch";"Losungsfund auf Schnee";"Harnsaeurebelag";"Blinddarmlosung";"Totholz stehend";"Totholz liegend";"Wurzelteller";"Terrassen-Hangverebnung";"Ameisenhaufen";"Felsblock";"Felswand";"Anthropogene Struktur";"Schlafbaum";"Schneehoehle/Schlafplatz";"aesungsbaum";"Huderstelle";"andere:";"Beschreibung";"Gesang";"Spuren";"Paarbeobachtung";"Gelege";"Fichte";"Laerche";"Zirbe";"Foehre";"Tanne";"sonstige Nadelwald";"Buche";"Ahorn";"Birke";"Eberesche";"sonstige Laubwald";"Freiflaeche";"Nachweisort Baumschicht";"Nadelgebuesch";"Laubgebuesch";"Zwergstraeucher (> 30 cm)";"Art (Zwergstraeucher > 30cm)";"Zwergstraeucher (< 30 cm)";"Art (Zwergstraeucher < 30cm)";"Hochstauden, Farne";"Graeser und Kraeuter";"Boden";"Fels";"Moor, Feuchtflaeche";"Gewaesser fliessend";"Gewaesser stehend";"von Schnee bedeckt";"sonstiges";"sonstiges Beschreibung";"Nachweisort Boden";"Bemerkung/Notiz"
401;"SW016";"B";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 14:11:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"6-12";;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"+";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"50";"Alpenrose";"0";"50";"+";"+";"0";"+";"0";"+";"0";;"Boden";
402;"AF200";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 07:57:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"+";"Alpenrose";"+";"Erica";"0";"60";"0";"20";"0";"0";"0";"20";"0";;"Graeser und Kraeuter";
403;"AF201";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 08:31:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"+";"Alpenrose";"60";"Erica";"0";"20";"0";"10";"0";"0";"0";"10";"0";;"Zwergstraeucher < 30 cm";
404;"AF201";"B";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 08:31:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"+";"Alpenrose";"60";"Erica";"0";"20";"0";"10";"0";"0";"0";"10";"0";;"Zwergstraeucher < 30 cm";
405;"AF201";"C";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 08:31:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"+";"Alpenrose";"60";"Erica";"0";"20";"0";"10";"0";"0";"0";"10";"0";;"Zwergstraeucher < 30 cm";
406;"AF202";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 08:55:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"+";"Alpenrose";"+";"Erica";"0";"80";"0";"20";"0";"0";"0";"+";"0";;"Graeser und Kraeuter";
407;"AF203";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 09:57:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"+";"Alpenrose";"0";;"0";"0";"0";"10";"0";"0";"0";"90";"0";;"von Schnee bedeckt";
408;"AF204";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 10:05:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"6-12";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"+";"Alpenrose";"0";;"0";"+";"0";"20";"0";"0";"0";"80";"0";;"von Schnee bedeckt";
409;"AF205";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 10:26:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"mehr";;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"40";"Alpenrose";"40";"Erica & Vacc.";"0";"10";"0";"10";"0";"0";"0";"0";"0";;"Zwergstraeucher > 30 cm";
410;"AF205";"B";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 10:26:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"40";"Alpenrose";"40";"Erica & Vacc.";"0";"10";"0";"10";"0";"0";"0";"0";"0";;"Zwergstraeucher < 30 cm";
411;"AF206";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 10:44:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"10";"Alpenrose";"50";"Erica & Vacc.";"0";"10";"0";"30";"0";"0";"0";"+";"0";;"Zwergstraeucher < 30 cm";
412;"AF206";"B";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 10:44:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"10";"Alpenrose";"50";"Erica & Vacc.";"0";"10";"0";"30";"0";"0";"0";"+";"0";;"von Schnee bedeckt";
413;"AF206";"C";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 10:44:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"10";"Alpenrose";"50";"Erica & Vacc.";"0";"10";"0";"30";"0";"0";"0";"+";"0";;"von Schnee bedeckt";
414;"AF206";"D";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 10:44:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"10";"Alpenrose";"50";"Erica & Vacc.";"0";"10";"0";"30";"0";"0";"0";"+";"0";;"von Schnee bedeckt";
416;"AF207";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 11:19:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Feder";"1-5";;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;;;"0";"50";"0";"30";"0";"0";"0";"20";"0";;"Graeser und Kraeuter";
417;"AF208";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 11:38:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"10";"Erica & Vacc.";"0";"10";"0";"10";"0";"0";"0";"70";"0";;"von Schnee bedeckt";
418;"AF209";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 11:55:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"10";"Vacc.";"0";"30";"0";"30";"0";"0";"0";"30";"0";;"von Schnee bedeckt";
419;"AF209";"B";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 11:55:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"10";"Vacc.";"0";"30";"0";"30";"0";"0";"0";"30";"0";;"von Schnee bedeckt";
420;"AF210";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 12:22:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"mehr";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"10";"Alpenrose";"0";;"0";"20";"0";"10";"0";"0";"0";"60";"0";;"von Schnee bedeckt";
421;"AF211";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 12:37:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"+";"0";"0";"0";"100";"0";;"von Schnee bedeckt";
422;"AF212";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 12:49:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"10";"0";"0";"0";"0";"0";"90";"0";;"von Schnee bedeckt";
423;"AF213";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 12:57:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"10";"0";"0";"0";"0";"0";"90";"0";;"von Schnee bedeckt";
424;"AF214";"A";"NPZ";3;0;2024-6-6 00:00:00;1899-12-30 15:02:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"+";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"10";"Alpenrose";"30";"Erica";"0";"40";"0";"20";"0";"0";"0";"0";"0";;"Zwergstraeucher < 30 cm";
425;"ME013";"A";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 09:23:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"50";"0";"0";"0";"0";"50";"0";;"von Schnee bedeckt";
426;"ME014";"A";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 09:44:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"50";"0";"0";"0";"0";"50";"0";;"von Schnee bedeckt";
427;"ME015";"A";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 10:04:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"20";"0";"0";"0";"0";"80";"0";;"von Schnee bedeckt";
428;"ME016";"A";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 10:15:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"20";"0";"0";"0";"0";"80";"0";;"von Schnee bedeckt";
429;"ME017";"A";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 10:24:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"20";"0";"0";"0";"0";"80";"0";;"von Schnee bedeckt";
430;"ME017";"B";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 10:24:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"20";"0";"0";"0";"0";"80";"0";;"von Schnee bedeckt";
431;"ME018";"A";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 11:00:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"20";"20";"0";"0";"0";"60";"0";;"von Schnee bedeckt";
432;"ME019";"A";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 11:33:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"10";"70";"0";"0";"0";"20";"0";;"von Schnee bedeckt";
433;"ME020";"A";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 11:42:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"10";"0";"0";"0";"0";"90";"0";;"von Schnee bedeckt";
434;"ME021";"A";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 12:06:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"30";"10";"0";"0";"0";"60";"0";;"von Schnee bedeckt";
435;"ME021";"B";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 12:06:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"30";"10";"0";"0";"0";"60";"0";;"von Schnee bedeckt";
436;"ME022";"A";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 12:20:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"10";"10";"0";"0";"0";"80";"0";;"von Schnee bedeckt";
437;"ME023";"A";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 12:39:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"6-12";;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"10";"10";"0";"0";"0";"80";"0";;"von Schnee bedeckt";
438;"ME024";"A";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 12:56:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"0";"0";"0";"0";"100";"0";;"von Schnee bedeckt";
439;"ME025";"A";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 13:40:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"50";"40";"0";"0";"0";"10";"0";;"Boden";
440;"SW017";"A";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 09:25:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"0";"0";"0";"0";"100";"0";;"von Schnee bedeckt";
442;"SW018";"A";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 09:35:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"6";;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"20";"0";"0";"0";"80";"0";;"von Schnee bedeckt";
443;"SW018";"B";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 09:35:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"20";"0";"0";"0";"80";"0";;"von Schnee bedeckt";
444;"SW019";"A";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 10:03:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"10";"+";"30";"0";"0";"0";"60";"0";;"von Schnee bedeckt";
445;"SW020";"A";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 10:23:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"40";"0";"20";"0";"0";"0";"40";"0";;"von Schnee bedeckt";
446;"SW021";"A";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 10:55:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"50";"0";"0";"0";"50";"0";;"von Schnee bedeckt";
447;"SW021";"B";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 10:55:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"50";"0";"0";"0";"50";"0";;"von Schnee bedeckt";
448;"SW022";"A";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 11:14:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"10";"+";"10";"0";"0";"0";"80";"0";;"von Schnee bedeckt";
449;"SW023";"A";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 11:28:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"6-12";;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"60";"+";"10";"0";"0";"0";"30";"0";;"Graeser und Kraeuter";
450;"SW024";"A";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 11:43:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"50";"+";"40";"0";"0";"0";"10";"0";;"Fels";
451;"SW025";"A";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 12:13:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"50";"+";"40";"0";"0";"0";"10";"0";;"Graeser und Kraeuter";
452;"SW026";"A";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 13:02:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"+";"+";"10";"0";"0";"0";"90";"0";;"von Schnee bedeckt";
453;"SW027";"A";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 13:23:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"30";"0";"10";"0";"0";"0";"60";"0";;"von Schnee bedeckt";
454;"SW028";"A";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 13:41:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"+";"+";"10";"0";"0";"0";"90";"0";;"von Schnee bedeckt";
455;"SW028";"B";"NPZ";10;0;2024-6-12 00:00:00;1899-12-30 13:41:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"+";"+";"10";"0";"0";"0";"90";"0";;"von Schnee bedeckt";
457;"AF215";"A";"NPZ";5;0;2024-6-7 00:00:00;1899-12-30 07:36:00;"1";"frischer Schneefall(<= 4 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"mehr";;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"70";"Alpenrose & Juniperus";"0";;"0";"30";"0";"0";"0";"0";"0";"+";"0";;"Graeser und Kraeuter";
